Time (s),MCAv_mean,MCAv_dia,MCAv_raw,MCAv_sys,FP_raw,HCU_pressure,Systolic,Mean_arterial,Diastolic,HR,MCA_PI,,,,,
16.91,81.22870636,58.5625,65.496875,112.40625,73.97187805,81.22870636,133,90,76.00624847,82,0.662866056,,,,,
16.92,81.22870636,58.5625,64.365625,112.40625,73.00312424,81.22870636,133,90,76.00624847,82,0.662866056,,,,,
16.93,81.22870636,58.5625,63.640625,112.40625,73.00312424,81.22870636,133,90,76.00624847,82,0.662866056,,,,,
16.94,81.22870636,58.5625,64.125,112.40625,72.98749924,81.22870636,133,90,76.00624847,82,0.662866056,,,,,
16.95,81.22870636,58.5625,64.940625,112.40625,72.03750229,81.22870636,133,90,76.00624847,82,0.662866056,,,,,
16.96,81.22870636,58.5625,65.1375,112.40625,71.52500153,81.22870636,133,90,76.00624847,82,0.662866056,,,,,
16.97,81.22870636,58.5625,65.128125,112.40625,71.46562195,81.22870636,133.0031281,90,76.00624847,82.00312424,0.662866056,,,,,
16.98,81.22870636,58.5625,65.115625,112.40625,70.97812271,81.22870636,133.0062561,90,76.00624847,82.00624847,0.662866056,,,,,
16.99,81.22870636,58.5625,64.4,112.40625,70.99375153,81.22870636,133.0062561,89.99374771,75.94999695,82.03749847,0.662866056,,,,,
17,81.22870636,58.5625,63.603125,112.40625,70.98749924,81.22870636,133.0062561,89.97812271,75.88437653,82.07500076,0.662866056,,,,,
17.01,81.22870636,58.5625,62.990625,112.40625,71.53125,81.22870636,133.0062561,89.00312805,71.00624847,85.00312424,0.662866056,,,,,
17.02,81.22870636,58.5625,62.059375,112.40625,74.08124924,81.22870636,133.0062561,89.01250076,71.04999924,84.97500229,0.662866056,,,,,
17.03,81.22870636,58.5625,60.3625,112.40625,80.14999771,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.04,81.22870636,58.5625,59.190625,112.40625,90.22812653,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.05,81.22870636,58.5625,58.73125,112.40625,103.7593765,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.06,81.22870636,58.5625,58.834375,112.40625,117.7593765,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.07,81.22870636,58.5625,60.2375,112.40625,129.1437492,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.08,81.22870636,58.5625,64.275,112.40625,133.5250015,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.09,81.22870636,58.5625,73.79375,112.40625,132.4656219,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.1,81.22870636,58.5625,80.065625,112.40625,128.9312515,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.11,81.22870636,58.5625,91.85,112.40625,123.3875008,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.12,81.22870636,58.5625,100.65625,112.40625,117.9281273,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.13,81.22870636,58.5625,105.85625,112.40625,112.4281273,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.14,81.22870636,58.5625,109.7875,112.40625,107.4031258,81.22870636,133.0062561,89.00624847,71.00624847,85,0.662866056,,,,,
17.15,81.05708771,59.125,111.9,114.15625,102.9281235,81.05708771,133.0062561,89.00624847,71.00624847,85,0.678970826,,,,,
17.16,80.79965973,59.96875,111.74375,116.78125,98.38750076,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.17,80.79965973,59.96875,110.76875,116.78125,94.45937729,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.18,80.79965973,59.96875,108.640625,116.78125,92.49687576,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.19,80.79965973,59.96875,104.775,116.78125,91.48124695,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.2,80.79965973,59.96875,99.334375,116.78125,91.00624847,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.21,80.79965973,59.96875,96.78125,116.78125,92.00625229,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.22,80.79965973,59.96875,94.403125,116.78125,92.01874924,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.23,80.79965973,59.96875,92.5125,116.78125,93.015625,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.24,80.79965973,59.96875,92.346875,116.78125,92.47812271,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.25,80.79965973,59.96875,93.1375,116.78125,89.92499924,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.26,80.79965973,59.96875,93.728125,116.78125,87.42499924,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.27,80.79965973,59.96875,93.925,116.78125,84.43125153,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.28,80.79965973,59.96875,93.946875,116.78125,83.52187729,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.29,80.79965973,59.96875,93.9875,116.78125,84.54999924,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.3,80.79965973,59.96875,93.9625,116.78125,86.53125,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.31,80.79965973,59.96875,93.253125,116.78125,89.06875229,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.32,80.79965973,59.96875,90.390625,116.78125,91.58750153,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.33,80.79965973,59.96875,85.7125,116.78125,93.0625,80.79965973,133.0062561,89,71,85.00624847,0.70312798,,,,,
17.34,80.79965973,59.96875,81.746875,116.78125,95.02187729,80.79965973,133.0062561,89.00312424,71,85.00312424,0.70312798,,,,,
17.35,80.79965973,59.96875,79.8125,116.78125,96,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.36,80.79965973,59.96875,80.246875,116.78125,96.96250153,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.37,80.79965973,59.96875,81.796875,116.78125,97.49687576,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.38,80.79965973,59.96875,83.021875,116.78125,97.03750229,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.39,80.79965973,59.96875,84.78125,116.78125,95.00312805,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.4,80.79965973,59.96875,86.85,116.78125,92.94687271,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.41,80.79965973,59.96875,89.090625,116.78125,89.90312576,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.42,80.79965973,59.96875,90.45625,116.78125,87.421875,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.43,80.79965973,59.96875,90.99375,116.78125,84.44687271,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.44,80.79965973,59.96875,88.91875,116.78125,83.00937653,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.45,80.79965973,59.96875,85.8875,116.78125,81.50937271,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.46,80.79965973,59.96875,83.55625,116.78125,80.49687576,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.47,80.79965973,59.96875,81.115625,116.78125,79.484375,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.48,80.79965973,59.96875,79.61875,116.78125,78.48125076,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.49,80.79965973,59.96875,78.634375,116.78125,77.46562576,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.5,80.79965973,59.96875,76.59375,116.78125,77.00624847,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.51,80.79965973,59.96875,74.534375,116.78125,76.47187424,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.52,80.79965973,59.96875,71.75625,116.78125,75.99375153,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.53,80.79965973,59.96875,70.55625,116.78125,76.00312424,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.54,80.79965973,59.96875,70.909375,116.78125,76.03749847,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.55,80.79965973,59.96875,71.0625,116.78125,75.51874924,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.56,80.79965973,59.96875,70.65625,116.78125,75.453125,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.57,80.79965973,59.96875,69.525,116.78125,74.95937729,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.58,80.79965973,59.96875,67.51875,116.78125,74.00312805,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.59,80.79965973,59.96875,66.590625,116.78125,74.01250076,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.6,80.79965973,59.96875,66.55625,116.78125,74.00624847,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.61,80.79965973,59.96875,65.953125,116.78125,74.00624847,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.62,80.79965973,59.96875,65.403125,116.78125,74.00937271,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.63,80.79965973,59.96875,64.046875,116.78125,74.02499771,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.64,80.79965973,59.96875,63.665625,116.78125,73.49687576,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.65,80.79965973,59.96875,64.2875,116.78125,72.47812653,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.66,80.79965973,59.96875,64.396875,116.78125,72.02187347,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.67,80.79965973,59.96875,63.75,116.78125,72.453125,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.68,80.79965973,59.96875,62.403125,116.78125,72.50624847,80.79965973,133.0062561,89.00624847,71,85,0.70312798,,,,,
17.69,80.79965973,59.96875,60.778125,116.78125,73.00937271,80.79965973,133.0062561,89.00624847,71.02500153,84.99374771,0.70312798,,,,,
17.7,80.79965973,59.96875,60.178125,116.78125,73.00937653,80.79965973,133.0062561,89.00624847,71.04999924,84.97812271,0.70312798,,,,,
17.71,80.79965973,59.96875,60.65625,116.78125,72.99374771,80.79965973,133.0062561,89.00624847,73.00312424,84.00312805,0.70312798,,,,,
17.72,80.79965973,59.96875,61.009375,116.78125,75.04375076,80.79965973,133.0062561,89,72.98750305,84.00937653,0.70312798,,,,,
17.73,80.79965973,59.96875,61.14375,116.78125,80.13437653,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.74,80.79965973,59.96875,60.7,116.78125,89.24374771,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.75,80.79965973,59.96875,60.65625,116.78125,101.8093719,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.76,80.79965973,59.96875,60.215625,116.78125,115.2593765,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.77,80.79965973,59.96875,60.625,116.78125,126.6875,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.78,80.79965973,59.96875,63.425,116.78125,133.0843735,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.79,80.79965973,59.96875,68.9125,116.78125,133.4812546,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.8,80.79965973,59.96875,78.728125,116.78125,129.3937492,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.81,80.79965973,59.96875,90.859375,116.78125,123.3781242,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.82,80.79965973,59.96875,101.65,116.78125,117.3875008,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.83,80.79965973,59.96875,110.30625,116.78125,111.390625,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.84,80.79965973,59.96875,115.540625,116.78125,106.9093742,80.79965973,133.0062561,89,73,84.00624847,0.70312798,,,,,
17.85,82.60125275,60.74375,116.515625,116.93125,102.90625,82.60125275,133.0062561,89,73,84.00624847,0.680349946,,,,,
17.86,83.051651,60.9375,114.990625,116.96875,99.44375229,83.051651,133.0062561,89,73,84.00624847,0.674655438,,,,,
17.87,83.051651,60.9375,111.721875,116.96875,97.42499924,83.051651,133.0062561,89,73,84.00624847,0.674655438,,,,,
17.88,83.051651,60.9375,109.309375,116.96875,94.97500229,83.051651,133.0062561,89,73,84.00624847,0.674655438,,,,,
17.89,83.051651,60.9375,105.834375,116.96875,94.00312424,83.051651,133.0062561,89,73,84.00624847,0.674655438,,,,,
17.9,83.051651,60.9375,101.475,116.96875,94.53749847,83.051651,133.0031281,89,73,84.00624847,0.674655438,,,,,
17.91,83.051651,60.9375,98.175,116.96875,94.99687576,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.92,83.051651,60.9375,96.046875,116.96875,95.52187347,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.93,83.051651,60.9375,94.828125,116.96875,95.98749924,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.94,83.051651,60.9375,94.240625,116.96875,95,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.95,83.051651,60.9375,94.275,116.96875,93.49375153,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.96,83.051651,60.9375,95.55,116.96875,90.9375,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.97,83.051651,60.9375,97.728125,116.96875,88.45624924,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.98,83.051651,60.9375,98.184375,116.96875,86.47500229,83.051651,133,89,73,84.00624847,0.674655438,,,,,
17.99,83.051651,60.9375,97.2125,116.96875,86.01250076,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18,83.051651,60.9375,95.409375,116.96875,87.55312347,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.01,83.051651,60.9375,92.953125,116.96875,89.01874924,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.02,83.051651,60.9375,90.809375,116.96875,90.55625153,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.03,83.051651,60.9375,87.13125,116.96875,92.03125,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.04,83.051651,60.9375,82.571875,116.96875,92.99375153,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.05,83.051651,60.9375,78.79375,116.96875,94.49062347,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.06,83.051651,60.9375,76.634375,116.96875,95.51249695,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.07,83.051651,60.9375,78.003125,116.96875,95.01250076,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.08,83.051651,60.9375,81.140625,116.96875,95.00937653,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.09,83.051651,60.9375,84.546875,116.96875,93.484375,83.051651,133,89,73.00312424,84.00312424,0.674655438,,,,,
18.1,83.051651,60.9375,87.253125,116.96875,90.93437195,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.11,83.051651,60.9375,88.80625,116.96875,88.43437195,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.12,83.051651,60.9375,91.36875,116.96875,86.41562653,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.13,83.051651,60.9375,90.5875,116.96875,83.95624924,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.14,83.051651,60.9375,88.990625,116.96875,82.96875,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.15,83.051651,60.9375,88.10625,116.96875,81.015625,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.16,83.051651,60.9375,86.44375,116.96875,79.50312424,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.17,83.051651,60.9375,83.675,116.96875,78.453125,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.18,83.051651,60.9375,80.8875,116.96875,76.97812271,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.19,83.051651,60.9375,79.290625,116.96875,76.97499847,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.2,83.051651,60.9375,77.759375,116.96875,75.98125076,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.21,83.051651,60.9375,76.9125,116.96875,75.01250076,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.22,83.051651,60.9375,75.553125,116.96875,75.01250076,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.23,83.051651,60.9375,73.8,116.96875,74.99374771,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.24,83.051651,60.9375,72.334375,116.96875,74.98125076,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.25,83.051651,60.9375,71.115625,116.96875,74.00625229,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.26,83.051651,60.9375,71.0875,116.96875,74.01250076,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.27,83.051651,60.9375,71.0375,116.96875,73.99374771,83.051651,133,89,73.00624847,84,0.674655438,,,,,
18.28,83.051651,60.9375,71.040625,116.96875,73.97812271,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.29,83.051651,60.9375,71.665625,116.96875,72.97812653,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.3,83.051651,60.9375,72.08125,116.96875,73.51249695,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.31,83.051651,60.9375,71.328125,116.96875,72.98750305,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.32,83.051651,60.9375,69.075,116.96875,73.52187729,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.33,83.051651,60.9375,66.678125,116.96875,73.00312805,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.34,83.051651,60.9375,65.640625,116.96875,72.96562195,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.35,83.051651,60.9375,66.7125,116.96875,72.51249695,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.36,83.051651,60.9375,67.928125,116.96875,72.02499771,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.37,83.051651,60.9375,67.10625,116.96875,72.015625,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.38,83.051651,60.9375,66.340625,116.96875,72.00624847,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.39,83.051651,60.9375,65.3875,116.96875,72.00624847,83.051651,133,89,73,84.00624847,0.674655438,,,,,
18.4,83.051651,60.9375,64.4,116.96875,72.00937653,83.051651,133.046875,89.01250076,73,84.00624847,0.674655438,,,,,
18.41,83.051651,60.9375,63.078125,116.96875,72.00937653,83.051651,133.1031265,89.02812576,73,84.00624847,0.674655438,,,,,
18.42,83.051651,60.9375,61.728125,116.96875,73.53437424,83.051651,137.0062561,90.00312805,73,84.00624847,0.674655438,,,,,
18.43,83.051651,60.9375,61.15625,116.96875,76.08437347,83.051651,136.96875,89.99687195,73,84.00624847,0.674655438,,,,,
18.44,83.051651,60.9375,62.175,116.96875,82.17499924,83.051651,137,90,73,84.00624847,0.674655438,,,,,
18.45,83.051651,60.9375,63.646875,116.96875,92.25624847,83.051651,137,90,73,84.00624847,0.674655438,,,,,
18.46,83.051651,60.9375,63.39375,116.96875,106.3374977,83.051651,137.0031281,90.00312424,73,84.00624847,0.674655438,,,,,
18.47,83.051651,60.9375,62.7625,116.96875,120.8093758,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.48,83.051651,60.9375,63.409375,116.96875,132.7093735,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.49,83.051651,60.9375,67.459375,116.96875,137.5531235,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.5,83.051651,60.9375,73.58125,116.96875,135.9156265,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.51,83.051651,60.9375,81.79375,116.96875,130.359375,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.52,83.051651,60.9375,92.509375,116.96875,122.8187485,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.53,83.051651,60.9375,101.884375,116.96875,115.3562469,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.54,83.051651,60.9375,109.1375,116.96875,109.9093742,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.55,83.051651,60.9375,112.478125,116.96875,105.9093742,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.56,83.051651,60.9375,115.228125,116.96875,102.4718742,83.051651,137.0062561,90.00624847,73,84.00624847,0.674655438,,,,,
18.57,82.5630722,61.671875,116.115625,116.859375,99.93437576,82.5630722,137.0062561,90.00624847,73,84.00624847,0.668391287,,,,,
18.58,82.07449341,62.40625,114.740625,116.75,97.44062424,82.07449341,137.0062561,90.00624847,73,84.00624847,0.662127137,,,,,
18.59,82.07449341,62.40625,110.615625,116.75,95.44374847,82.07449341,137.0062561,90.00624847,73,84.00624847,0.662127137,,,,,
18.6,82.07449341,62.40625,105.45625,116.75,93.99375153,82.07449341,137.0062561,90.00624847,73,84.00624847,0.662127137,,,,,
18.61,82.07449341,62.40625,102.40625,116.75,93.98750305,82.07449341,137.0062561,90.00624847,73,84.00624847,0.662127137,,,,,
18.62,82.07449341,62.40625,100.646875,116.75,94.515625,82.07449341,137.0062561,90.00624847,73,84.00624847,0.662127137,,,,,
18.63,82.07449341,62.40625,98.128125,116.75,95.546875,82.07449341,137.0062561,90.00624847,73,84.00624847,0.662127137,,,,,
18.64,82.07449341,62.40625,94.615625,116.75,96.03125,82.07449341,137.0062561,90.00624847,73,84.00624847,0.662127137,,,,,
18.65,82.07449341,62.40625,93.028125,116.75,95.46875,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.66,82.07449341,62.40625,93.75625,116.75,93.47499847,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.67,82.07449341,62.40625,96.171875,116.75,90.95937347,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.68,82.07449341,62.40625,99.59375,116.75,87.94687271,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.69,82.07449341,62.40625,101.059375,116.75,86.44687653,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.7,82.07449341,62.40625,101.36875,116.75,85.97187424,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.71,82.07449341,62.40625,100.521875,116.75,86.54062653,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.72,82.07449341,62.40625,98.640625,116.75,88.55624771,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.73,82.07449341,62.40625,94.8125,116.75,90.55000305,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.74,82.07449341,62.40625,89.128125,116.75,92.53750229,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.75,82.07449341,62.40625,83.578125,116.75,94.515625,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.76,82.07449341,62.40625,78.853125,116.75,95.52187729,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.77,82.07449341,62.40625,76.90625,116.75,96.546875,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.78,82.07449341,62.40625,78.61875,116.75,97.00937271,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.79,82.07449341,62.40625,81.28125,116.75,96.98125076,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.8,82.07449341,62.40625,85.46875,116.75,96.01250076,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.81,82.07449341,62.40625,89.23125,116.75,93.93437576,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.82,82.07449341,62.40625,92.028125,116.75,91.42499924,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.83,82.07449341,62.40625,92.99375,116.75,88.453125,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.84,82.07449341,62.40625,91.253125,116.75,86.46562195,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.85,82.07449341,62.40625,88.68125,116.75,84.46875,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.86,82.07449341,62.40625,86.865625,116.75,82.48749924,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.87,82.07449341,62.40625,84.565625,116.75,81.47187424,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.88,82.07449341,62.40625,83.0375,116.75,80.421875,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.89,82.07449341,62.40625,81.146875,116.75,78.96875,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.9,82.07449341,62.40625,79.615625,116.75,78.03125,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.91,82.07449341,62.40625,77.3875,116.75,77.5,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.92,82.07449341,62.40625,75.721875,116.75,76.46562576,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.93,82.07449341,62.40625,74.434375,116.75,76.00624847,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.94,82.07449341,62.40625,74.115625,116.75,75.47187424,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.95,82.07449341,62.40625,73.7,116.75,74.99375153,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.96,82.07449341,62.40625,71.06875,116.75,74.98749924,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.97,82.07449341,62.40625,68.14375,116.75,74.96249771,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.98,82.07449341,62.40625,67.859375,116.75,74.52500153,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
18.99,82.07449341,62.40625,70.65,116.75,75.00312805,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
19,82.07449341,62.40625,72.31875,116.75,74.00937653,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
19.01,82.07449341,62.40625,69.921875,116.75,74.01250076,82.07449341,137.0062561,90,73,84.00624847,0.662127137,,,,,
19.02,82.07449341,62.40625,66.88125,116.75,74.00624847,82.07449341,137.0031281,90,73.00312424,84.00312424,0.662127137,,,,,
19.03,82.07449341,62.40625,65.721875,116.75,74.00624847,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.04,82.07449341,62.40625,65.6125,116.75,74.00624847,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.05,82.07449341,62.40625,66.04375,116.75,74.00624847,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.06,82.07449341,62.40625,65.984375,116.75,73.99374771,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.07,82.07449341,62.40625,65.371875,116.75,73.98125076,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.08,82.07449341,62.40625,64.753125,116.75,73.00937653,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.09,82.07449341,62.40625,64.753125,116.75,73.046875,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.1,82.07449341,62.40625,65.36875,116.75,72.50937271,82.07449341,137,90,73.00624847,84,0.662127137,,,,,
19.11,82.07449341,62.40625,65.90625,116.75,72.4375,82.07449341,136.9937515,89.99374771,73.00624847,84.03749847,0.662127137,,,,,
19.12,82.07449341,62.40625,65.85625,116.75,72.49375153,82.07449341,136.9750061,89.97499847,73.00624847,84.08125305,0.662127137,,,,,
