Time (s),MCAv_mean,MCAv_dia,MCAv_raw,MCAv_sys,FP_raw,HCU_pressure,Systolic,Mean_arterial,Diastolic,HR,MCA_PI
0,61.7856945,40.728125,85.234375,85.684375,120.6187477,61.7856945,137.0062561,90,62.00624847,49.00624847,0.72876333
0.01,62.30829239,41.21875,84.225,85.6875,114.3687515,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.02,62.30829239,41.21875,79.06875,85.6875,107.6124992,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.03,62.30829239,41.21875,73.8125,85.6875,101.8406258,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.04,62.30829239,41.21875,71.640625,85.6875,98.54375076,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.05,62.30829239,41.21875,70.234375,85.6875,98.046875,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.06,62.30829239,41.21875,69.7375,85.6875,100.3218765,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.07,62.30829239,41.21875,70.290625,85.6875,105.1187515,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.08,62.30829239,41.21875,71.3,85.6875,109.2625008,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.09,62.30829239,41.21875,72.15,85.6875,112.1437492,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.1,62.30829239,41.21875,72.95,85.6875,114.1625023,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.11,62.30829239,41.21875,74.16875,85.6875,115.2624969,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.12,62.30829239,41.21875,75.4125,85.6875,117.1749992,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.13,62.30829239,41.21875,77.3,85.6875,118.296875,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.14,62.30829239,41.21875,78.0875,85.6875,119.0375023,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.15,62.30829239,41.21875,77.184375,85.6875,119.0687523,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.16,62.30829239,41.21875,76.040625,85.6875,117.1124992,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.17,62.30829239,41.21875,75.165625,85.6875,112.9718781,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.18,62.30829239,41.21875,75.178125,85.6875,107.640625,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.19,62.30829239,41.21875,75.94375,85.6875,102.46875,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.2,62.30829239,41.21875,76.3,85.6875,97.703125,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.21,62.30829239,41.21875,74.059375,85.6875,95.0625,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.22,62.30829239,41.21875,71.321875,85.6875,96.11875153,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.23,62.30829239,41.21875,68.171875,85.6875,98.39374924,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.24,62.30829239,41.21875,66.8625,85.6875,101.1593742,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.25,62.30829239,41.21875,67.334375,85.6875,103.1531258,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.26,62.30829239,41.21875,69.753125,85.6875,104.0625,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.27,62.30829239,41.21875,73.353125,85.6875,103.1468735,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.28,62.30829239,41.21875,75.8,85.6875,103.0093765,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.29,62.30829239,41.21875,74.159375,85.6875,102.7718735,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.3,62.30829239,41.21875,68.7875,85.6875,101.0999985,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.31,62.30829239,41.21875,64.6125,85.6875,100.78125,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.32,62.30829239,41.21875,62.828125,85.6875,99.14374924,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.33,62.30829239,41.21875,63.746875,85.6875,98.19374847,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.34,62.30829239,41.21875,65.659375,85.6875,97.1875,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.35,62.30829239,41.21875,65.9375,85.6875,95.88125229,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.36,62.30829239,41.21875,65.071875,85.6875,94.70937347,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.37,62.30829239,41.21875,63.85625,85.6875,94,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.38,62.30829239,41.21875,62.821875,85.6875,93.17812347,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.39,62.30829239,41.21875,60.44375,85.6875,92.19687271,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.4,62.30829239,41.21875,58.803125,85.6875,91.15000153,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.41,62.30829239,41.21875,60.240625,85.6875,90.74687576,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.42,62.30829239,41.21875,61.378125,85.6875,90.00312805,62.30829239,137.0062561,90,62.00624847,49.00624847,0.713689089
0.43,62.30829239,41.21875,62.234375,85.6875,89.14374924,62.30829239,137.0062561,90.00312424,62.00624847,49.00624847,0.713689089
0.44,62.30829239,41.21875,62.64375,85.6875,89.015625,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.45,62.30829239,41.21875,61.925,85.6875,89.00624847,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.46,62.30829239,41.21875,61.203125,85.6875,89.00624847,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.47,62.30829239,41.21875,61.475,85.6875,89,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.48,62.30829239,41.21875,62.846875,85.6875,89.03750229,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.49,62.30829239,41.21875,64.10625,85.6875,88.14687347,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.5,62.30829239,41.21875,65.096875,85.6875,88.00937653,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.51,62.30829239,41.21875,64.6,85.6875,87.734375,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.52,62.30829239,41.21875,62.790625,85.6875,86.96562576,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.53,62.30829239,41.21875,61.1,85.6875,87,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.54,62.30829239,41.21875,59.984375,85.6875,87.03750229,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.55,62.30829239,41.21875,58.984375,85.6875,86.14687347,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.56,62.30829239,41.21875,58.640625,85.6875,86.00937653,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.57,62.30829239,41.21875,59.74375,85.6875,85.734375,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.58,62.30829239,41.21875,60.825,85.6875,84.95937729,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.59,62.30829239,41.21875,58.96875,85.6875,84.734375,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.6,62.30829239,41.21875,56.54375,85.6875,83.95937729,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.61,62.30829239,41.21875,54.021875,85.6875,83.734375,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
0.62,62.30829239,41.21875,54.7,85.6875,82.95937729,62.30829239,137.0062561,90.00624847,62.00624847,49.00624847,0.713689089
